Russian Federation, Cumulative period fertility rates (Lexis squares)
Last modified: 22/10/2020
Year    Age     CPFR
1959    12     0.000
1959    13     0.000
1959    14     0.000
1959    15     0.000
1959    16     0.001
1959    17     0.003
1959    18     0.013
1959    19     0.046
1959    20     0.112
1959    21     0.235
1959    22     0.376
1959    23     0.552
1959    24     0.737
1959    25     0.927
1959    26     1.104
1959    27     1.265
1959    28     1.421
1959    29     1.566
1959    30     1.696
1959    31     1.827
1959    32     1.933
1959    33     2.034
1959    34     2.118
1959    35     2.196
1959    36     2.269
1959    37     2.328
1959    38     2.382
1959    39     2.430
1959    40     2.467
1959    41     2.501
1959    42     2.527
1959    43     2.546
1959    44     2.559
1959    45     2.567
1959    46     2.573
1959    47     2.576
1959    48     2.578
1959    49     2.580
1959    50     2.581
1959    51     2.581
1959    52     2.581
1959    53     2.582
1959    54     2.582
1959    55     2.582
1960    12     0.000
1960    13     0.000
1960    14     0.000
1960    15     0.000
1960    16     0.001
1960    17     0.004
1960    18     0.015
1960    19     0.049
1960    20     0.119
1960    21     0.240
1960    22     0.382
1960    23     0.548
1960    24     0.729
1960    25     0.913
1960    26     1.095
1960    27     1.256
1960    28     1.400
1960    29     1.550
1960    30     1.678
1960    31     1.811
1960    32     1.911
1960    33     2.017
1960    34     2.102
1960    35     2.179
1960    36     2.249
1960    37     2.312
1960    38     2.362
1960    39     2.411
1960    40     2.447
1960    41     2.480
1960    42     2.501
1960    43     2.522
1960    44     2.534
1960    45     2.542
1960    46     2.547
1960    47     2.550
1960    48     2.552
1960    49     2.553
1960    50     2.554
1960    51     2.554
1960    52     2.555
1960    53     2.555
1960    54     2.555
1960    55     2.555
1961    12     0.000
1961    13     0.000
1961    14     0.000
1961    15     0.000
1961    16     0.001
1961    17     0.004
1961    18     0.019
1961    19     0.062
1961    20     0.140
1961    21     0.275
1961    22     0.430
1961    23     0.597
1961    24     0.770
1961    25     0.943
1961    26     1.112
1961    27     1.273
1961    28     1.415
1961    29     1.544
1961    30     1.662
1961    31     1.787
1961    32     1.890
1961    33     1.978
1961    34     2.058
1961    35     2.127
1961    36     2.190
1961    37     2.246
1961    38     2.292
1961    39     2.331
1961    40     2.363
1961    41     2.393
1961    42     2.413
1961    43     2.428
1961    44     2.440
1961    45     2.446
1961    46     2.451
1961    47     2.454
1961    48     2.455
1961    49     2.456
1961    50     2.457
1961    51     2.457
1961    52     2.457
1961    53     2.457
1961    54     2.457
1961    55     2.458
1962    12     0.000
1962    13     0.000
1962    14     0.000
1962    15     0.000
1962    16     0.001
1962    17     0.004
1962    18     0.018
1962    19     0.063
1962    20     0.137
1962    21     0.262
1962    22     0.407
1962    23     0.570
1962    24     0.735
1962    25     0.900
1962    26     1.060
1962    27     1.211
1962    28     1.353
1962    29     1.478
1962    30     1.582
1962    31     1.703
1962    32     1.797
1962    33     1.889
1962    34     1.961
1962    35     2.030
1962    36     2.089
1962    37     2.140
1962    38     2.184
1962    39     2.223
1962    40     2.252
1962    41     2.279
1962    42     2.298
1962    43     2.313
