Czechia, Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 02/02/2023
Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
1940    29     1.692     0.885     0.596     0.158     0.036     0.017
1940    30     1.763     0.897     0.630     0.174     0.041     0.021
1940    31     1.827     0.907     0.660     0.189     0.046     0.025
1940    32     1.882     0.914     0.684     0.204     0.051     0.028
1940    33     1.930     0.920     0.705     0.218     0.055     0.032
1940    34     1.974     0.925     0.722     0.232     0.060     0.035
1940    35     2.010     0.928     0.735     0.243     0.065     0.039
1940    36     2.038     0.932     0.744     0.252     0.069     0.042
1940    37     2.059     0.934     0.750     0.258     0.072     0.045
1940    38     2.074     0.935     0.754     0.263     0.074     0.047
1940    39     2.085     0.937     0.757     0.267     0.076     0.049
1940    40     2.091     0.937     0.758     0.269     0.077     0.050
1940    41     2.096     0.938     0.759     0.270     0.078     0.051
1940    42     2.099     0.938     0.760     0.271     0.078     0.052
1940    43     2.101     0.938     0.760     0.271     0.079     0.052
1940    44     2.102     0.939     0.760     0.272     0.079     0.052
1940    45     2.102     0.939     0.760     0.272     0.079     0.053
1940    46     2.102     0.939     0.760     0.272     0.079     0.053
1940    47     2.102     0.939     0.760     0.272     0.079     0.053
1940    48     2.102     0.939     0.760     0.272     0.079     0.053
1940    49     2.102     0.939     0.760     0.272     0.079     0.053
1940    50     2.102     0.939     0.760     0.272     0.079     0.053
1940    51     2.102     0.939     0.760     0.272     0.079     0.053
1940    52     2.102     0.939     0.760     0.272     0.079     0.053
1940    53     2.102     0.939     0.760     0.272     0.079     0.053
1940    54     2.102     0.939     0.760     0.272     0.079     0.053
1940    55     2.102     0.939     0.760     0.272     0.079     0.053
1941    12     0.000     0.000     0.000     0.000     0.000     0.000
1941    13     0.000     0.000     0.000     0.000     0.000     0.000
1941    14     0.000     0.000     0.000     0.000     0.000     0.000
1941    15     0.000     0.000     0.000     0.000     0.000     0.000
1941    16     0.002     0.002     0.000     0.000     0.000     0.000
1941    17     0.012     0.012     0.001     0.000     0.000     0.000
1941    18     0.043     0.040     0.003     0.000     0.000     0.000
1941    19     0.115     0.104     0.010     0.001     0.000     0.000
1941    20     0.244     0.214     0.028     0.002     0.000     0.000
1941    21     0.421     0.350     0.064     0.007     0.001     0.000
1941    22     0.628     0.488     0.122     0.016     0.002     0.000
1941    23     0.841     0.608     0.198     0.030     0.004     0.001
1941    24     1.036     0.697     0.279     0.050     0.008     0.002
1941    25     1.203     0.759     0.358     0.071     0.012     0.004
1941    26     1.341     0.802     0.425     0.091     0.017     0.006
1941    27     1.458     0.833     0.483     0.111     0.021     0.009
1941    28     1.555     0.855     0.533     0.128     0.026     0.012
1941    29     1.641     0.872     0.577     0.146     0.031     0.015
1941    30     1.716     0.885     0.616     0.162     0.036     0.018
1941    31     1.783     0.894     0.648     0.178     0.040     0.022
1941    32     1.843     0.903     0.676     0.195     0.045     0.025
1941    33     1.897     0.909     0.699     0.211     0.051     0.028
1941    34     1.943     0.914     0.717     0.226     0.056     0.031
1941    35     1.977     0.917     0.729     0.237     0.060     0.034
1941    36     2.004     0.921     0.737     0.246     0.064     0.036
