Czechia, Female population exposure by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 02/02/2023
Year    ARDY   Cohort       Exposure
1955     32     1923        76679.89
1955     33     1922        76135.40
1955     34     1921        75942.55
1955     35     1920        68603.56
1955     36     1919        56830.00
1955     37     1918        34370.73
1955     38     1917        33889.74
1955     39     1916        38508.12
1955     40     1915        51031.78
1955     41     1914        70748.10
1955     42     1913        73350.73
1955     43     1912        72925.32
1955     44     1911        73660.61
1955     45     1910        74937.69
1955     46     1909        75056.61
1955     47     1908        73403.08
1955     48     1907        71708.50
1955     49     1906        72135.28
1955     50     1905        67243.46
1955     51     1904        68337.42
1955     52     1903        67597.63
1955     53     1902        67835.81
1955     54     1901        66196.52
1955     55     1900        64463.80
1956     12     1944        38225.60
1956     13     1943        75948.31
1956     14     1942        67864.98
1956     15     1941        64892.63
1956     16     1940        62755.82
1956     17     1939        58379.16
1956     18     1938        54946.36
1956     19     1937        53799.69
1956     20     1936        53805.08
1956     21     1935        55107.96
1956     22     1934        57444.55
1956     23     1933        59605.10
1956     24     1932        63043.23
1956     25     1931        65604.77
1956     26     1930        68250.44
1956     27     1929        66930.13
1956     28     1928        67701.03
1956     29     1927        68173.64
1956     30     1926        70354.73
1956     31     1925        72038.13
1956     32     1924        73954.02
1956     33     1923        76504.50
1956     34     1922        75972.10
1956     35     1921        75781.45
1956     36     1920        68427.94
1956     37     1919        56707.90
1956     38     1918        34274.54
1956     39     1917        33803.54
1956     40     1916        38408.31
1956     41     1915        50893.62
1956     42     1914        70565.81
1956     43     1913        73122.09
1956     44     1912        72708.77
1956     45     1911        73421.68
1956     46     1910        74670.51
1956     47     1909        74793.16
1956     48     1908        73113.25
1956     49     1907        71428.81
1956     50     1906        71773.53
1956     51     1905        66887.46
1956     52     1904        67914.49
1956     53     1903        67185.05
1956     54     1902        67390.21
1956     55     1901        65714.30
1957     12     1945        38638.45
1957     13     1944        76459.02
1957     14     1943        76001.02
1957     15     1942        67925.31
1957     16     1941        65006.52
1957     17     1940        62859.04
1957     18     1939        58477.79
1957     19     1938        55050.86
1957     20     1937        53913.24
1957     21     1936        53923.12
1957     22     1935        55230.90
1957     23     1934        57500.75
1957     24     1933        59635.69
1957     25     1932        63044.84
1957     26     1931        65598.03
1957     27     1930        68181.13
1957     28     1929        66840.87
1957     29     1928        67621.08
1957     30     1927        68091.90
1957     31     1926        70251.50
1957     32     1925        71871.70
1957     33     1924        73786.44
1957     34     1923        76330.96
1957     35     1922        75799.97
1957     36     1921        75611.30
1957     37     1920        68254.60
1957     38     1919        56595.53
1957     39     1918        34175.36
1957     40     1917        33719.01
1957     41     1916        38296.16
1957     42     1915        50744.13
1957     43     1914        70366.52
1957     44     1913        72882.45
1957     45     1912        72486.89
1957     46     1911        73196.10
1957     47     1910        74408.67
1957     48     1909        74509.04
1957     49     1908        72808.76
1957     50     1907        71122.12
1957     51     1906        71407.13
1957     52     1905        66493.46
1957     53     1904        67499.91
1957     54     1903        66759.48
1957     55     1902        66893.29
1958     12     1946        44897.47
1958     13     1945        75776.61
1958     14     1944        76490.30
1958     15     1943        76049.74
1958     16     1942        67987.64
1958     17     1941        65118.40
1958     18     1940        62946.59
1958     19     1939        58567.76
1958     20     1938        55160.03
1958     21     1937        54024.74
1958     22     1936        54043.46
1958     23     1935        55353.88
1958     24     1934        57556.58
1958     25     1933        59668.80
1958     26     1932        63050.84
1958     27     1931        65593.19
1958     28     1930        68120.06
1958     29     1929        66750.25
1958     30     1928        67536.86
1958     31     1927        68007.12
1958     32     1926        70148.13
1958     33     1925        71709.61
1958     34     1924        73625.14
1958     35     1923        76146.15
1958     36     1922        75625.42
1958     37     1921        75434.74
1958     38     1920        68092.72
1958     39     1919        56479.47
1958     40     1918        34079.85
1958     41     1917        33630.82
1958     42     1916        38188.34
1958     43     1915        50584.63
1958     44     1914        70173.56
1958     45     1913        72665.15
1958     46     1912        72233.01
1958     47     1911        72949.18
1958     48     1910        74119.17
1958     49     1909        74211.26
1958     50     1908        72468.92
1958     51     1907        70776.11
1958     52     1906        71011.06
1958     53     1905        66104.81
1958     54     1904        67049.32
1958     55     1903        66340.90
1959     12     1947        46805.44
1959     13     1946        89071.18
1959     14     1945        75805.10
1959     15     1944        76522.24
1959     16     1943        76098.13
1959     17     1942        68045.30
1959     18     1941        65231.62
1959     19     1940        63037.48
1959     20     1939        58656.72
1959     21     1938        55275.86
1959     22     1937        54138.89
1959     23     1936        54163.95
1959     24     1935        55483.05
1959     25     1934        57628.41
1959     26     1933        59704.91
1959     27     1932        63050.58
1959     28     1931        65594.12
1959     29     1930        68061.12
1959     30     1929        66658.51
1959     31     1928        67447.88
1959     32     1927        67926.65
1959     33     1926        70039.77
1959     34     1925        71554.76
1959     35     1924        73456.08
1959     36     1923        75967.11
1959     37     1922        75454.08
1959     38     1921        75269.31
1959     39     1920        67929.56
1959     40     1919        56355.39
1959     41     1918        33987.34
1959     42     1917        33538.30
1959     43     1916        38075.19
1959     44     1915        50428.14
1959     45     1914        69961.60
1959     46     1913        72436.18
1959     47     1912        71958.14
1959     48     1911        72683.61
1959     49     1910        73789.33
1959     50     1909        73876.48
1959     51     1908        72124.76
1959     52     1907        70400.09
1959     53     1906        70593.99
1959     54     1905        65696.49
1959     55     1904        66574.07
1960     12     1948        45009.75
1960     13     1947        91876.14
1960     14     1946        89131.51
1960     15     1945        75835.42
1960     16     1944        76554.52
1960     17     1943        76144.18
1960     18     1942        68094.97
1960     19     1941        65342.18
1960     20     1940        63134.37
1960     21     1939        58750.36
1960     22     1938        55381.37
1960     23     1937        54256.92
1960     24     1936        54281.19
1960     25     1935        55609.20
1960     26     1934        57696.01
1960     27     1933        59736.79
1960     28     1932        63055.43
1960     29     1931        65592.46
1960     30     1930        67997.38
1960     31     1929        66568.47
1960     32     1928        67361.34
1960     33     1927        67842.07
1960     34     1926        69928.46
1960     35     1925        71395.39
1960     36     1924        73282.89
1960     37     1923        75796.39
1960     38     1922        75276.60
1960     39     1921        75108.68
1960     40     1920        67760.04
1960     41     1919        56226.60
1960     42     1918        33885.49
1960     43     1917        33443.77
1960     44     1916        37945.38
1960     45     1915        50261.97
1960     46     1914        69719.98
1960     47     1913        72197.55
1960     48     1912        71686.93
1960     49     1911        72405.03
1960     50     1910        73446.16
1960     51     1909        73503.03
1960     52     1908        71748.60
1960     53     1907        69998.74
1960     54     1906        70168.92
1960     55     1905        65258.83
1961     12     1949        42593.13
1961     13     1948        86474.89
1961     14     1947        91826.87
1961     15     1946        89109.62
1961     16     1945        75775.40
1961     17     1944        76551.89
1961     18     1943        76089.49
1961     19     1942        68050.75
1961     20     1941        65348.02
1961     21     1940        63193.48
1961     22     1939        58719.10
1961     23     1938        55432.21
1961     24     1937        54262.52
1961     25     1936        54299.67
1961     26     1935        55656.81
1961     27     1934        57688.75
1961     28     1933        59675.56
1961     29     1932        63009.65
1961     30     1931        65520.26
1961     31     1930        67890.74
1961     32     1929        66455.98
1961     33     1928        67257.23
1961     34     1927        67718.88
1961     35     1926        69780.61
1961     36     1925        71214.46
1961     37     1924        73116.11
1961     38     1923        75602.16
1961     39     1922        75145.56
1961     40     1921        74892.42
1961     41     1920        67670.46
1961     42     1919        56007.88
1961     43     1918        33769.24
1961     44     1917        33362.07
1961     45     1916        37783.23
1961     46     1915        50150.94
1961     47     1914        69421.63
1961     48     1913        71890.05
1961     49     1912        71412.03
1961     50     1911        72064.34
1961     51     1910        73092.72
1961     52     1909        73107.21
1961     53     1908        71332.43
1961     54     1907        69578.12
1961     55     1906        69670.58
1962     12     1950        42890.03
1962     13     1949        83676.24
1962     14     1948        86457.90
1962     15     1947        91656.05
1962     16     1946        88988.87
1962     17     1945        75611.15
1962     18     1944        76526.77
1962     19     1943        75910.62
1962     20     1942        67897.05
1962     21     1941        65233.01
1962     22     1940        63212.18
1962     23     1939        58540.70
1962     24     1938        55426.85
1962     25     1937        54134.10
1962     26     1936        54196.06
1962     27     1935        55627.75
1962     28     1934        57606.97
1962     29     1933        59512.85
1962     30     1932        62905.77
1962     31     1931        65363.74
1962     32     1930        67727.24
1962     33     1929        66304.23
1962     34     1928        67124.51
1962     35     1927        67563.51
1962     36     1926        69580.85
1962     37     1925        71005.25
1962     38     1924        72948.01
1962     39     1923        75375.17
1962     40     1922        75053.41
1962     41     1921        74616.59
1962     42     1920        67672.30
1962     43     1919        55658.48
1962     44     1918        33642.60
1962     45     1917        33274.54
1962     46     1916        37563.75
1962     47     1915        50131.34
1962     48     1914        69064.66
1962     49     1913        71537.40
1962     50     1912        71120.04
1962     51     1911        71651.77
1962     52     1910        72716.88
1962     53     1909        72695.21
1962     54     1908        70902.90
1962     55     1907        69106.57
1963     12     1951        43673.55
1963     13     1950        84656.66
1963     14     1949        83575.87
1963     15     1948        86435.19
1963     16     1947        91456.20
1963     17     1946        88845.89
