Sweden, Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 14/04/2023
Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
1956    37     1.911     0.844     0.683     0.283     0.075     0.027
1956    38     1.950     0.852     0.695     0.294     0.079     0.030
1956    39     1.981     0.858     0.704     0.302     0.084     0.033
1956    40     2.003     0.862     0.711     0.307     0.087     0.036
1956    41     2.018     0.865     0.716     0.311     0.089     0.038
1956    42     2.028     0.867     0.718     0.313     0.090     0.039
1956    43     2.034     0.868     0.720     0.314     0.091     0.040
1956    44     2.038     0.869     0.721     0.315     0.092     0.041
1956    45     2.040     0.870     0.722     0.316     0.092     0.041
1956    46     2.041     0.870     0.722     0.316     0.092     0.041
1956    47     2.041     0.870     0.722     0.316     0.092     0.041
1956    48     2.041     0.870     0.722     0.316     0.092     0.041
1956    49     2.041     0.870     0.722     0.316     0.092     0.041
1956    50     2.041     0.870     0.722     0.316     0.092     0.041
1956    51     2.041     0.870     0.722     0.316     0.092     0.041
1956    52     2.041     0.870     0.722     0.316     0.092     0.041
1956    53     2.042     0.870     0.722     0.316     0.092     0.041
1956    54     2.042     0.870     0.722     0.316     0.092     0.041
1956    55     2.042     0.870     0.722     0.316     0.092     0.041
1957    12         .         .         .         .         .         .
1957    13     0.000     0.000     0.000     0.000     0.000     0.000
1957    14     0.000     0.000     0.000     0.000     0.000     0.000
1957    15     0.000     0.000     0.000     0.000     0.000     0.000
1957    16     0.003     0.003     0.000     0.000     0.000     0.000
1957    17     0.012     0.012     0.000     0.000     0.000     0.000
1957    18     0.037     0.036     0.001     0.000     0.000     0.000
1957    19     0.076     0.072     0.004     0.000     0.000     0.000
1957    20     0.132     0.120     0.011     0.000     0.000     0.000
1957    21     0.201     0.175     0.025     0.001     0.000     0.000
1957    22     0.286     0.234     0.050     0.003     0.000     0.000
1957    23     0.384     0.296     0.082     0.006     0.000     0.000
1957    24     0.493     0.360     0.121     0.012     0.001     0.000
1957    25     0.611     0.423     0.166     0.021     0.002     0.000
1957    26     0.735     0.483     0.216     0.032     0.003     0.000
1957    27     0.863     0.539     0.270     0.047     0.006     0.001
1957    28     0.997     0.593     0.327     0.067     0.009     0.001
1957    29     1.136     0.641     0.386     0.092     0.014     0.002
1957    30     1.267     0.685     0.442     0.116     0.020     0.004
1957    31     1.396     0.724     0.496     0.143     0.027     0.006
1957    32     1.512     0.756     0.543     0.171     0.035     0.008
1957    33     1.621     0.781     0.586     0.200     0.044     0.011
1957    34     1.717     0.801     0.621     0.228     0.053     0.014
1957    35     1.798     0.818     0.648     0.252     0.061     0.018
1957    36     1.866     0.832     0.670     0.272     0.069     0.023
1957    37     1.922     0.843     0.688     0.287     0.077     0.027
1957    38     1.964     0.852     0.702     0.298     0.081     0.030
1957    39     1.993     0.858     0.711     0.306     0.085     0.033
1957    40     2.013     0.862     0.718     0.311     0.088     0.035
1957    41     2.028     0.865     0.722     0.315     0.089     0.037
1957    42     2.038     0.867     0.726     0.317     0.091     0.038
1957    43     2.045     0.868     0.727     0.318     0.092     0.039
1957    44     2.048     0.869     0.728     0.319     0.092     0.040
1957    45     2.050     0.869     0.729     0.320     0.093     0.040
1957    46     2.051     0.869     0.729     0.320     0.093     0.040
1957    47     2.052     0.870     0.729     0.320     0.093     0.040
1957    48     2.052     0.870     0.729     0.320     0.093     0.040
1957    49     2.052     0.870     0.729     0.320     0.093     0.040
1957    50     2.052     0.870     0.729     0.320     0.093     0.041
1957    51     2.052     0.870     0.729     0.320     0.093     0.041
1957    52     2.052     0.870     0.729     0.320     0.093     0.041
1957    53     2.052     0.870     0.729     0.320     0.093     0.041
1957    54     2.052     0.870     0.729     0.320     0.093     0.041
1957    55     2.053     0.870     0.729     0.320     0.093     0.041
1958    12     0.000     0.000     0.000     0.000     0.000     0.000
1958    13     0.000     0.000     0.000     0.000     0.000     0.000
1958    14     0.000     0.000     0.000     0.000     0.000     0.000
1958    15     0.000     0.000     0.000     0.000     0.000     0.000
1958    16     0.003     0.003     0.000     0.000     0.000     0.000
1958    17     0.011     0.011     0.000     0.000     0.000     0.000
1958    18     0.032     0.031     0.001     0.000     0.000     0.000
1958    19     0.065     0.062     0.004     0.000     0.000     0.000
1958    20     0.117     0.107     0.010     0.000     0.000     0.000
1958    21     0.183     0.159     0.023     0.001     0.000     0.000
1958    22     0.267     0.218     0.045     0.003     0.000     0.000
1958    23     0.360     0.279     0.074     0.006     0.000     0.000
1958    24     0.465     0.340     0.112     0.012     0.001     0.000
1958    25     0.579     0.401     0.155     0.020     0.002     0.000
1958    26     0.704     0.462     0.205     0.032     0.004     0.000
1958    27     0.838     0.521     0.261     0.049     0.007     0.001
1958    28     0.978     0.578     0.319     0.069     0.010     0.002
1958    29     1.118     0.630     0.377     0.093     0.015     0.003
1958    30     1.258     0.676     0.435     0.121     0.022     0.004
1958    31     1.393     0.717     0.491     0.150     0.029     0.007
1958    32     1.520     0.751     0.542     0.179     0.038     0.010
1958    33     1.632     0.778     0.586     0.208     0.047     0.013
1958    34     1.729     0.800     0.620     0.235     0.056     0.018
1958    35     1.810     0.817     0.648     0.258     0.065     0.022
1958    36     1.877     0.832     0.671     0.276     0.072     0.026
1958    37     1.928     0.843     0.688     0.290     0.077     0.030
1958    38     1.967     0.851     0.701     0.300     0.082     0.033
1958    39     1.995     0.857     0.710     0.307     0.085     0.036
1958    40     2.016     0.861     0.717     0.312     0.087     0.038
1958    41     2.031     0.864     0.722     0.316     0.089     0.040
1958    42     2.041     0.866     0.724     0.319     0.091     0.041
1958    43     2.048     0.868     0.726     0.320     0.091     0.043
1958    44     2.053     0.869     0.727     0.321     0.092     0.043
1958    45     2.055     0.869     0.728     0.322     0.092     0.044
1958    46     2.056     0.869     0.728     0.322     0.092     0.044
1958    47     2.056     0.870     0.728     0.322     0.092     0.044
1958    48     2.057     0.870     0.728     0.322     0.092     0.044
1958    49     2.057     0.870     0.728     0.322     0.093     0.044
1958    50     2.057     0.870     0.728     0.322     0.093     0.044
1958    51     2.057     0.870     0.728     0.322     0.093     0.044
1958    52     2.057     0.870     0.728     0.322     0.093     0.044
1958    53     2.057     0.870     0.728     0.322     0.093     0.044
1958    54     2.057     0.870     0.728     0.322     0.093     0.045
1958    55     2.057     0.870     0.728     0.322     0.093     0.045
1959    12     0.000     0.000     0.000     0.000     0.000     0.000
1959    13     0.000     0.000     0.000     0.000     0.000     0.000
1959    14     0.000     0.000     0.000     0.000     0.000     0.000
1959    15     0.000     0.000     0.000     0.000     0.000     0.000
1959    16     0.003     0.002     0.000     0.000     0.000     0.000
1959    17     0.010     0.010     0.000     0.000     0.000     0.000
1959    18     0.027     0.026     0.001     0.000     0.000     0.000
1959    19     0.056     0.053     0.003     0.000     0.000     0.000
1959    20     0.102     0.093     0.008     0.000     0.000     0.000
1959    21     0.165     0.144     0.021     0.001     0.000     0.000
1959    22     0.241     0.199     0.040     0.002     0.000     0.000
1959    23     0.330     0.256     0.068     0.006     0.000     0.000
1959    24     0.430     0.313     0.104     0.011     0.001     0.000
1959    25     0.543     0.375     0.146     0.020     0.002     0.000
1959    26     0.670     0.439     0.194     0.032     0.004     0.000
1959    27     0.808     0.502     0.249     0.049     0.006     0.001
1959    28     0.949     0.562     0.306     0.069     0.010     0.002
1959    29     1.096     0.617     0.369     0.092     0.015     0.003
1959    30     1.242     0.666     0.430     0.120     0.022     0.005
1959    31     1.381     0.709     0.487     0.149     0.029     0.007
1959    32     1.512     0.745     0.538     0.180     0.039     0.010
1959    33     1.625     0.772     0.582     0.209     0.048     0.014
1959    34     1.722     0.794     0.618     0.236     0.057     0.017
1959    35     1.801     0.812     0.646     0.257     0.065     0.021
1959    36     1.865     0.827     0.668     0.274     0.072     0.024
1959    37     1.915     0.837     0.685     0.287     0.077     0.028
1959    38     1.952     0.846     0.698     0.297     0.081     0.031
1959    39     1.981     0.852     0.708     0.304     0.085     0.033
1959    40     2.005     0.857     0.715     0.310     0.088     0.035
1959    41     2.021     0.860     0.720     0.314     0.090     0.037
1959    42     2.031     0.862     0.723     0.316     0.091     0.039
1959    43     2.039     0.864     0.725     0.318     0.092     0.040
1959    44     2.043     0.864     0.726     0.319     0.093     0.041
1959    45     2.045     0.865     0.727     0.319     0.093     0.041
1959    46     2.046     0.865     0.727     0.319     0.093     0.042
1959    47     2.047     0.865     0.727     0.320     0.093     0.042
1959    48     2.048     0.866     0.727     0.320     0.093     0.042
1959    49     2.048     0.866     0.727     0.320     0.093     0.042
