Hungary, Cohort fertility tables, birth orders 1 to 5+
Last modified: 08/03/2022
Cohort   x   b1x     l0x       m1x       q1x   Sb1x   b2x    l1x       m2x       q2x   Sb2x    b3x    l2x       m3x       q3x   Sb3x    b4x    l3x       m4x       q4x   Sb4x   b5px    l4x      m5px      q5px   Sb5px     chix
1986    16   109    9933   0.01106   0.01100     67    14     64   0.12952   0.22561      3      0      3   0.04876   0.17620      0      0      0         .         .      0      0      0         .         .       0        .
1986    17   156    9824   0.01604   0.01591    176    28    159   0.12354   0.17363     17      4     17   0.14949   0.25444      0      0      0   0.06249   0.33305      0      0      0         .         .       0        .
1986    18   197    9668   0.02063   0.02042    332    60    288   0.16780   0.20795     45     10     40   0.15969   0.25851      5      1      5   0.15646   0.31009      0      0      0   0.00000   0.00000       0     4.00
1986    19   221    9470   0.02360   0.02333    530    84    425   0.16933   0.19667    104     21     89   0.17447   0.23549     15      5     13   0.21610   0.34754      2      0      2   0.07989   0.19930       0     4.00
1986    20   231    9249   0.02534   0.02503    751    96    562   0.15293   0.17130    188     33    152   0.18180   0.21947     36      6     30   0.14292   0.20793      6      2      6   0.18256   0.27325       0     4.05
1986    21   223    9018   0.02508   0.02477    982   106    698   0.14053   0.15233    284     46    215   0.18878   0.21513     69     11     57   0.15385   0.20082     12      4     12   0.22979   0.33540       2     4.16
1986    22   245    8795   0.02824   0.02784   1205   111    815   0.12612   0.13647    391     53    275   0.17556   0.19401    116     18     92   0.16026   0.19149     24      5     24   0.14624   0.20003       6     4.26
1986    23   263    8550   0.03128   0.03080   1450   114    948   0.11170   0.12048    502     48    333   0.13195   0.14504    169     22    128   0.15282   0.16883     41      9     41   0.17543   0.22098      11     4.26
1986    24   260    8286   0.03191   0.03141   1714   114   1097   0.09777   0.10426    616     46    399   0.10663   0.11576    217     24    154   0.14263   0.15305     63     16     63   0.20974   0.24904      20     4.32
1986    25   353    8026   0.04503   0.04404   1974   153   1243   0.11387   0.12305    731     55    467   0.10584   0.11698    263     25    177   0.13320   0.14417     87     19     87   0.18660   0.21406      36     4.41
1986    26   411    7673   0.05510   0.05362   2327   175   1444   0.11178   0.12094    884     59    565   0.09473   0.10441    318     26    206   0.11622   0.12558    112     22    112   0.17503   0.19522      54     4.48
