Bulgaria, Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 01/12/2022
Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
1932    12         .         .         .         .         .         .
1932    13         .         .         .         .         .         .
1932    14         .         .         .         .         .         .
1932    15     0.000     0.000     0.000     0.000     0.000     0.000
1932    16     0.006     0.006     0.000     0.000     0.000     0.000
1932    17     0.026     0.025     0.001     0.000     0.000     0.000
1932    18     0.071     0.068     0.003     0.000     0.000     0.000
1932    19     0.149     0.138     0.011     0.000     0.000     0.000
1932    20     0.262     0.230     0.028     0.003     0.001     0.000
1932    21     0.415     0.348     0.058     0.008     0.001     0.000
1932    22     0.589     0.466     0.103     0.017     0.003     0.000
1932    23     0.770     0.571     0.163     0.030     0.004     0.001
1932    24     0.954     0.662     0.237     0.048     0.007     0.001
1932    25     1.131     0.730     0.315     0.068     0.013     0.005
1932    26     1.289     0.777     0.391     0.091     0.022     0.009
1932    27     1.421     0.809     0.457     0.111     0.030     0.013
1932    28     1.536     0.832     0.515     0.130     0.039     0.019
1932    29     1.636     0.850     0.566     0.147     0.048     0.025
1932    30     1.722     0.863     0.608     0.162     0.056     0.033
1932    31     1.794     0.872     0.642     0.175     0.063     0.041
1932    32     1.850     0.880     0.667     0.185     0.069     0.049
1932    33     1.896     0.885     0.686     0.193     0.074     0.057
1932    34     1.930     0.890     0.698     0.199     0.077     0.065
1932    35     1.956     0.894     0.707     0.203     0.080     0.072
1932    36     1.978     0.897     0.714     0.207     0.083     0.078
1932    37     1.997     0.899     0.719     0.211     0.085     0.083
1932    38     2.012     0.901     0.723     0.214     0.086     0.087
1932    39     2.022     0.902     0.725     0.217     0.087     0.091
1932    40     2.030     0.904     0.727     0.218     0.088     0.093
1932    41     2.035     0.904     0.728     0.219     0.088     0.095
1932    42     2.039     0.905     0.729     0.220     0.089     0.097
1932    43     2.042     0.905     0.730     0.220     0.089     0.098
1932    44     2.044     0.906     0.730     0.220     0.089     0.099
1932    45     2.044     0.906     0.730     0.220     0.089     0.099
1932    46     2.045     0.906     0.730     0.220     0.089     0.099
1932    47     2.045     0.906     0.730     0.220     0.089     0.100
1932    48     2.045     0.906     0.730     0.220     0.089     0.100
1932    49     2.045     0.906     0.730     0.220     0.089     0.100
1932    50     2.045     0.906     0.730     0.220     0.089     0.100
