Bulgaria, Period fertility rates by calendar year, age and birth order (Lexis squares, age in completed years (ACY))
Last modified: 01/12/2022
Year    Age        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1947     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1947     13     0.00009     0.00009     0.00000     0.00000     0.00000     0.00000
1947     14     0.00148     0.00145     0.00002     0.00000     0.00000     0.00000
1947     15     0.00579     0.00566     0.00013     0.00000     0.00000     0.00000
1947     16     0.01747     0.01678     0.00068     0.00000     0.00000     0.00000
1947     17     0.03915     0.03640     0.00273     0.00001     0.00000     0.00000
1947     18     0.06974     0.06120     0.00808     0.00040     0.00007     0.00000
1947     19     0.10710     0.08638     0.01686     0.00334     0.00053     0.00000
1947     20     0.14818     0.11188     0.02944     0.00586     0.00100     0.00000
1947     21     0.17945     0.11995     0.04681     0.01072     0.00197     0.00000
1947     22     0.19836     0.11353     0.06505     0.01645     0.00332     0.00001
1947     23     0.20687     0.09819     0.08013     0.02267     0.00513     0.00076
1947     24     0.21029     0.07890     0.08809     0.02979     0.00774     0.00577
1947     25     0.19504     0.05563     0.08403     0.03682     0.01194     0.00661
1947     26     0.17450     0.03997     0.07330     0.03822     0.01492     0.00810
1947     27     0.15670     0.02936     0.06217     0.03819     0.01778     0.00921
1947     28     0.14374     0.02219     0.05235     0.03757     0.02039     0.01123
1947     29     0.13567     0.01705     0.04367     0.03640     0.02237     0.01617
1947     30     0.12946     0.01480     0.03818     0.03386     0.02175     0.02088
1947     31     0.11090     0.01072     0.02819     0.02754     0.01966     0.02478
1947     32     0.09723     0.00808     0.02153     0.02266     0.01745     0.02751
1947     33     0.08711     0.00637     0.01714     0.01917     0.01556     0.02887
1947     34     0.07915     0.00525     0.01416     0.01666     0.01408     0.02900
1947     35     0.06818     0.00408     0.01091     0.01353     0.01202     0.02764
1947     36     0.05814     0.00328     0.00853     0.01092     0.01002     0.02538
1947     37     0.04814     0.00255     0.00631     0.00838     0.00794     0.02295
1947     38     0.03884     0.00191     0.00443     0.00612     0.00599     0.02039
1947     39     0.03064     0.00138     0.00297     0.00426     0.00431     0.01773
1947     40     0.02276     0.00097     0.00194     0.00285     0.00293     0.01408
1947     41     0.01720     0.00072     0.00134     0.00198     0.00208     0.01108
1947     42     0.01374     0.00055     0.00092     0.00137     0.00157     0.00933
1947     43     0.01129     0.00043     0.00063     0.00093     0.00121     0.00809
1947     44     0.00922     0.00034     0.00042     0.00061     0.00093     0.00692
1947     45     0.00703     0.00024     0.00026     0.00037     0.00065     0.00552
1947     46     0.00515     0.00019     0.00018     0.00025     0.00046     0.00408
1947     47     0.00277     0.00013     0.00012     0.00015     0.00026     0.00212
1947     48     0.00123     0.00008     0.00007     0.00008     0.00013     0.00087
1947     49     0.00048     0.00005     0.00004     0.00004     0.00006     0.00030
1947     50     0.00018     0.00003     0.00002     0.00002     0.00002     0.00009
1947     51     0.00007     0.00001     0.00001     0.00001     0.00001     0.00003
1947     52     0.00003     0.00001     0.00000     0.00000     0.00000     0.00001
1947     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1947     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1947     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1948     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1948     13     0.00010     0.00009     0.00000     0.00000     0.00000     0.00000
1948     14     0.00155     0.00153     0.00002     0.00000     0.00000     0.00000
1948     15     0.00625     0.00612     0.00013     0.00000     0.00000     0.00000
1948     16     0.01852     0.01788     0.00065     0.00000     0.00000     0.00000
1948     17     0.04084     0.03828     0.00255     0.00001     0.00000     0.00000
1948     18     0.07210     0.06413     0.00758     0.00033     0.00005     0.00001
1948     19     0.11121     0.09137     0.01648     0.00293     0.00038     0.00004
1948     20     0.15428     0.11774     0.03004     0.00555     0.00085     0.00011
1948     21     0.18830     0.12526     0.05000     0.01082     0.00190     0.00031
1948     22     0.20854     0.11605     0.07086     0.01731     0.00356     0.00077
1948     23     0.21582     0.09786     0.08634     0.02417     0.00582     0.00162
1948     24     0.21511     0.07855     0.09300     0.03185     0.00882     0.00290
1948     25     0.19864     0.05653     0.08642     0.03818     0.01260     0.00491
1948     26     0.17555     0.04065     0.07356     0.03907     0.01525     0.00704
1948     27     0.15594     0.02969     0.06085     0.03819     0.01752     0.00969
1948     28     0.14183     0.02221     0.05016     0.03671     0.01957     0.01318
1948     29     0.13315     0.01697     0.04157     0.03512     0.02146     0.01803
1948     30     0.12593     0.01412     0.03593     0.03270     0.02172     0.02145
1948     31     0.10711     0.01014     0.02640     0.02620     0.01953     0.02483
1948     32     0.09421     0.00774     0.02027     0.02154     0.01736     0.02729
1948     33     0.08550     0.00629     0.01637     0.01839     0.01558     0.02887
1948     34     0.07922     0.00538     0.01375     0.01620     0.01419     0.02971
1948     35     0.06963     0.00420     0.01070     0.01321     0.01203     0.02948
1948     36     0.06025     0.00341     0.00851     0.01075     0.01005     0.02753
1948     37     0.05022     0.00268     0.00634     0.00825     0.00809     0.02486
1948     38     0.04055     0.00204     0.00446     0.00600     0.00628     0.02177
1948     39     0.03187     0.00150     0.00300     0.00416     0.00470     0.01851
1948     40     0.02360     0.00110     0.00197     0.00279     0.00333     0.01442
1948     41     0.01784     0.00081     0.00138     0.00195     0.00243     0.01126
1948     42     0.01415     0.00055     0.00099     0.00134     0.00179     0.00947
1948     43     0.01149     0.00035     0.00071     0.00090     0.00129     0.00823
1948     44     0.00925     0.00022     0.00051     0.00058     0.00090     0.00704
1948     45     0.00708     0.00012     0.00033     0.00034     0.00058     0.00571
1948     46     0.00513     0.00009     0.00024     0.00023     0.00039     0.00420
1948     47     0.00276     0.00006     0.00015     0.00014     0.00022     0.00219
1948     48     0.00122     0.00004     0.00009     0.00008     0.00011     0.00091
1948     49     0.00048     0.00002     0.00005     0.00004     0.00005     0.00032
1948     50     0.00018     0.00001     0.00003     0.00002     0.00002     0.00010
1948     51     0.00007     0.00001     0.00001     0.00001     0.00001     0.00003
1948     52     0.00003     0.00000     0.00001     0.00000     0.00000     0.00001
